,0
125,4.151043240114954
126,2.188220061097553
127,5.225547809436855
128,5.213392904423038
129,4.1581332410402645
130,1.237053270291076
131,4.151043240114954
132,2.188220061097553
133,5.225547809436855
134,5.213392904423038
135,4.1581332410402645
136,1.237053270291076
137,4.151043240114954
138,2.188220061097553
139,5.225547809436855
140,5.213392904423038
141,4.1581332410402645
142,1.237053270291076
143,4.151043240114954
144,2.188220061097553
145,5.143558771476189
146,5.213392904423038
147,4.1581332410402645
148,1.237053270291076
149,4.151043240114954
150,2.188220061097553
151,5.116947102998748
152,5.213392904423038
153,4.1581332410402645
154,1.237053270291076
155,4.151043240114954
156,2.188220061097553
157,5.116947102998748
158,5.213392904423038
159,4.1581332410402645
160,1.237053270291076
161,4.151043240114954
162,2.188220061097553
163,5.116947102998748
164,5.213392904423038
165,4.1581332410402645
166,1.2562339869205497
167,4.151043240114954
168,2.188220061097553
169,5.116947102998748
170,5.213392904423038
171,4.1581332410402645
172,1.2562339869205497
173,4.151043240114954
174,2.188220061097553
175,5.089870794646818
176,5.213392904423038
177,4.1581332410402645
178,1.2562339869205497
179,4.151043240114954
180,2.188220061097553
181,5.089870794646818
182,5.213392904423038
183,4.1581332410402645
184,1.2562339869205497
185,4.151043240114954
186,2.188220061097553
187,5.089870794646818
188,5.213392904423038
189,4.1581332410402645
190,1.2562339869205497
191,4.151043240114954
192,2.188220061097553
193,5.089870794646818
194,5.213392904423038
195,4.1581332410402645
196,1.2562339869205497
197,4.151043240114954
198,2.188220061097553
199,5.089870794646818
200,5.213392904423038
201,4.1581332410402645
202,1.2562339869205497
203,4.151043240114954
204,2.188220061097553
205,5.089870794646818
206,5.213392904423038
207,4.1581332410402645
208,1.3029006535872163
209,4.151043240114954
210,2.188220061097553
211,5.089870794646818
212,5.213392904423038
213,4.1581332410402645
214,1.3029006535872163
215,4.151043240114954
216,2.188220061097553
217,5.089870794646818
218,5.213392904423038
219,4.1581332410402645
220,1.3029006535872163
221,4.151043240114954
222,2.188220061097553
223,5.089870794646818
224,5.213392904423038
225,4.1581332410402645
226,1.3029006535872163
227,4.151043240114954
228,2.188220061097553
229,5.089870794646818
230,5.213392904423038
231,4.1581332410402645
232,1.3029006535872163
233,4.151043240114954
234,2.188220061097553
235,5.089870794646818
236,5.213392904423038
237,4.1581332410402645
238,1.3029006535872163
239,4.151043240114954
240,2.188220061097553
241,5.089870794646818
242,5.213392904423038
243,4.1581332410402645
244,1.3029006535872163
245,4.151043240114954
246,2.188220061097553
247,5.089870794646818
248,5.213392904423038
249,4.1581332410402645
250,1.3029006535872163
251,4.151043240114954
252,2.188220061097553
253,5.089870794646818
254,5.213392904423038
255,4.1581332410402645
256,1.3029006535872163
257,4.151043240114954
258,2.188220061097553
259,5.089870794646818
260,5.213392904423038
261,4.1581332410402645
262,1.3029006535872163
263,4.151043240114954
264,2.188220061097553
265,5.089870794646818
266,5.213392904423038
267,4.1581332410402645
268,1.3029006535872163
269,4.151043240114954
270,2.188220061097553
271,5.089870794646818
272,5.213392904423038
273,4.1581332410402645
274,1.3029006535872163
275,4.151043240114954
276,2.188220061097553
277,5.089870794646818
278,5.213392904423038
279,4.1581332410402645
280,1.3029006535872163
281,4.151043240114954
282,2.188220061097553
283,5.089870794646818
284,5.213392904423038
285,4.1581332410402645
286,1.3029006535872163
287,4.151043240114954
288,2.188220061097553
289,5.089870794646818
290,5.213392904423038
291,4.1581332410402645
292,1.3029006535872163
293,4.151043240114954
294,2.188220061097553
295,5.089870794646818
296,5.213392904423038
297,4.1581332410402645
298,1.3029006535872163
299,4.151043240114954
300,2.188220061097553
301,5.089870794646818
302,5.213392904423038
303,4.1581332410402645
304,1.3029006535872163
305,4.151043240114954
306,2.188220061097553
307,5.089870794646818
308,5.213392904423038
309,4.1581332410402645
310,1.3029006535872163
311,4.151043240114954
312,2.188220061097553
313,5.089870794646818
314,5.213392904423038
315,4.1581332410402645
316,1.3029006535872163
317,4.151043240114954
318,2.188220061097553
319,5.089870794646818
320,5.213392904423038
321,4.1581332410402645
322,1.3029006535872163
323,4.151043240114954
324,2.188220061097553
325,5.089870794646818
326,5.213392904423038
327,4.1581332410402645
328,1.3029006535872163
329,4.151043240114954
330,2.188220061097553
331,5.089870794646818
332,5.213392904423038
333,4.1581332410402645
334,1.3029006535872163
335,4.151043240114954
336,2.188220061097553
337,5.089870794646818
338,5.213392904423038
339,4.1581332410402645
340,1.3029006535872163
341,4.151043240114954
342,2.188220061097553
343,5.089870794646818
344,5.213392904423038
345,4.1581332410402645
346,1.3029006535872163
347,4.151043240114954
348,2.188220061097553
349,5.089870794646818
350,5.213392904423038
351,4.1581332410402645
352,1.3029006535872163
353,4.151043240114954
354,2.188220061097553
355,5.089870794646818
356,5.213392904423038
357,4.1581332410402645
358,1.3029006535872163
359,4.151043240114954
